SpecimenID,Tree_name,Family,Order,Total_weight,Standard_length,Max_body_depth,Max_fish_width,Head_depth,Lower_jaw_length,Mouth_width,Min_caudalpeduncle_depth,Min_caudalpeduncle_width
227932,Sabanejewia_romanica,Cobitidae,Cypriniformes,1.17,57.05,7.26,4.11,5.65,3.69,1.59,3.7,0.5
227932,Sabanejewia_romanica,Cobitidae,Cypriniformes,1.68,62.33,8.23,5.04,5.87,3.96,1.35,4.4,0.62
227932,Sabanejewia_romanica,Cobitidae,Cypriniformes,2.15,64.43,9.37,6.07,6.2,3.74,1.68,4.29,0.7
190201,Sabanejewia_vallachica,Cobitidae,Cypriniformes,2,67.6,9,5.6,7.4,3,2.3,4.1,1
235553,Sabanejewia_vallachica,Cobitidae,Cypriniformes,2.7,63.7,9.7,7.8,6.2,1.9,2.3,5.4,1
190201,Sabanejewia_vallachica,Cobitidae,Cypriniformes,2.3,65.8,10.2,6,6.1,2.4,1.7,4.6,1.1
228325,Saccoderma_melanostigma,Characidae,Characiformes,0.3,24.8,8.2,3.1,4.4,2.1,0.8,2.2,0.4
228324,Saccoderma_melanostigma,Characidae,Characiformes,0.3,25.2,8.2,2.8,4.5,2.7,0.9,2.5,0.4
228325,Saccoderma_melanostigma,Characidae,Characiformes,0.4,24.1,8.4,3,4.6,2.4,1.1,2.9,0.5
59569,Sagamia_geneionema,Gobiidae,Perciformes,1.97,54.63,8.51,8.21,6.28,6.22,4.93,3.87,1.55
59567,Sagamia_geneionema,Gobiidae,Perciformes,2.34,54.65,9.59,9.4,6.32,6.18,5.8,3.98,1.72
71495,Sagamia_geneionema,Gobiidae,Perciformes,2.73,59.38,9.98,10.03,7.56,6.15,6.48,4.53,1.51
301094,Sagamichthys_abei,Platytroctidae,Osmeriformes,15.23,125.8,20.8,13.4,16.4,21.1,4,8,2.1
301094,Sagamichthys_abei,Platytroctidae,Osmeriformes,14.6,123.78,21.16,13.63,16.76,21.06,1.17,8.38,1.8
204383,Salangichthys_microdon,Salangidae,Osmeriformes,0.45,53.1,5.38,3.61,2.38,2.24,1.91,2.1,0.74
48189,Salangichthys_microdon,Salangidae,Osmeriformes,1.6,85.45,7.59,5.37,3.05,5.13,3.5,3.06,0.76
44879,Salangichthys_microdon,Salangidae,Osmeriformes,1.87,83.03,8.61,5.6,2.87,5.85,2.92,2.97,0.89
50890,Salanx_ariakensis,Salangidae,Osmeriformes,1.31,99.22,4.74,6.48,2.25,8.99,6.48,2.35,1
50890,Salanx_ariakensis,Salangidae,Osmeriformes,1.45,99.49,5.19,6.51,2.83,7.62,6.09,2.63,1.39
83984,Salanx_cuvieri,Salangidae,Osmeriformes,1.6,113,6.2,4.2,2.2,6.1,2.6,2,1.2
304463,Salanx_prognathus,Salangidae,Osmeriformes,1.8,108,6,4.1,2.6,6.5,3.1,2.5,1.1
304463,Salanx_prognathus,Salangidae,Osmeriformes,2.1,113,7,5.8,2.9,5.5,2.9,2.5,1
304463,Salanx_prognathus,Salangidae,Osmeriformes,2,120,7.9,6,3,5.7,3,2.8,1.1
196304,Salaria_fluviatilis,Blenniidae,Perciformes,6.39,73.3,15.2,12,9.4,7.4,7.6,6.53,1.5
196305,Salaria_fluviatilis,Blenniidae,Perciformes,9.42,82.25,17.3,13.8,11.65,9.9,10,7.2,1.3
196304,Salaria_fluviatilis,Blenniidae,Perciformes,12.76,80.6,20.3,15.1,13.6,10.5,11.6,8.7,2.3
291705,Salaria_pavo,Blenniidae,Perciformes,11.7,87.8,19.8,12.35,14.4,13,9,6.4,1.2
291705,Salaria_pavo,Blenniidae,Perciformes,13.59,91.8,20,12.1,17.8,9.7,9.5,6.1,1.2
297154,Salaria_pavo,Blenniidae,Perciformes,10.77,87,21.7,12.7,13.25,9.2,8.4,6.5,1.2
292013,Salarias_fasciatus,Blenniidae,Perciformes,9.33,80.23,17.11,11.02,12.5,6.79,8.51,9,1.63
117121,Salarias_fasciatus,Blenniidae,Perciformes,11.2,83.45,22.42,14.48,13.41,10.96,11.4,9.13,1.8
297618,Salarias_fasciatus,Blenniidae,Perciformes,8.46,72.01,24,11.46,12.9,8.31,9.87,8.08,1.36
181364,Salminus_brasiliensis,Bryconidae,Characiformes,66.9,158.19,41.06,20.44,22.56,29.46,13.21,16.05,3.9
181364,Salminus_brasiliensis,Bryconidae,Characiformes,89.8,190.23,47.49,24.76,24.35,32.17,15.08,18.29,4.27
1630,Salminus_brasiliensis,Bryconidae,Characiformes,128.4,195.73,56.81,28.94,30.55,35.47,18.73,19.29,4.35
818364,Salminus_franciscanus,Bryconidae,Characiformes,65.6,160.55,42.14,21.08,21.9,29.56,11.2,16.11,5.51
818364,Salminus_franciscanus,Bryconidae,Characiformes,86.4,180.27,47.5,23.4,25.21,32.65,11.74,18.61,4.83
1630,Salminus_franciscanus,Bryconidae,Characiformes,128,200.51,59.74,26,31.3,35.32,20.41,20.31,5.02
238514,Salmo_marmoratus,Salmonidae,Salmoniformes,228.3,235,63.3,34.6,26.8,28.2,19.5,21.9,5
51475,Salmo_obtusirostris,Salmonidae,Salmoniformes,92.6,180,46.8,22.7,22.9,20.7,14,18.1,5.1
61750,Salmo_salar,Salmonidae,Salmoniformes,372,330,80.01,35.18,35.2,38.8,22.5,25.5,4.3
17342,Salmo_salar,Salmonidae,Salmoniformes,2457,587.5,131.09,74.46,64.4,76.5,37.9,43.1,9.8
17343,Salmo_trutta,Salmonidae,Salmoniformes,1643,511,105.93,67.01,59.24,58.91,37.47,38.86,9.72
17347,Salmo_trutta,Salmonidae,Salmoniformes,2639,589,171,68.41,62.73,77.59,47.23,52.13,21.08
17347,Salmo_trutta,Salmonidae,Salmoniformes,3251,616,182,81.01,78.61,101.89,52.55,60.37,25.88
165060,Salmophasia_bacaila,Cyprinidae,Cypriniformes,3,69.83,13.1,6.28,8.98,7.61,2.13,5.45,0.93
165060,Salmophasia_bacaila,Cyprinidae,Cypriniformes,3.6,71.03,14.14,6.37,9.07,8.08,2.13,5.97,1.03
41591,Salvelinus_alpinus_alpinus,Salmonidae,Salmoniformes,562,375,96.7,41.9,47.9,68.6,32.8,30.05,9.6
177723,Salvelinus_alpinus_alpinus,Salmonidae,Salmoniformes,1330,436,100.62,66.68,42.89,57.68,26.78,28.77,15.85
35273,Salvelinus_confluentus,Salmonidae,Salmoniformes,327,302.99,66.1,38.3,37.9,58.7,28.3,25.9,8.8
22451,Salvelinus_confluentus,Salmonidae,Salmoniformes,387.9,330,74.2,41.8,41.9,47.8,34,32.1,10.1
61809,Salvelinus_fontinalis,Salmonidae,Salmoniformes,496,335,81.7,46.57,44.6,78.9,36.7,31.9,4.6
181843,Salvelinus_fontinalis,Salmonidae,Salmoniformes,385,285,88.8,35.93,42.3,60.3,32.1,30.3,4.8
61808,Salvelinus_fontinalis,Salmonidae,Salmoniformes,730,367,93.45,55.09,54.79,92.95,50.43,37.46,15.04
33814,Salvelinus_leucomaenis_leucomaenis,Salmonidae,Salmoniformes,113.4,209,41,24.8,24.3,25.8,15.9,18.7,6
33814,Salvelinus_leucomaenis_leucomaenis,Salmonidae,Salmoniformes,118.4,211,44.9,25.7,22.8,28.5,15.2,18.4,5.6
38998,Salvelinus_leucomaenis_leucomaenis,Salmonidae,Salmoniformes,134.8,206,48.2,27.2,24.3,28.9,16.2,18.7,5.6
34097,Salvelinus_malma,Salmonidae,Salmoniformes,566.1,350,75.6,52.9,36.6,45.3,23.6,29.1,6.8
34100,Salvelinus_malma,Salmonidae,Salmoniformes,782,399,82.6,57.14,42.6,61.6,32.7,29.5,6.9
34024,Salvelinus_malma,Salmonidae,Salmoniformes,1041.2,468,98.93,52.7,54.7,78.1,33.2,32.3,7.3
181842,Salvelinus_namaycush,Salmonidae,Salmoniformes,457,339,72.6,40,40.9,54.6,31.2,26.6,4.9
61642,Salvelinus_namaycush,Salmonidae,Salmoniformes,513,376,74.5,41.81,35.3,57.1,28.6,27.5,4.3
181842,Salvelinus_namaycush,Salmonidae,Salmoniformes,483,330,75.4,46.94,37.5,50.2,35.1,24.4,5
307923,Salvethymus_svetovidovi,Salmonidae,Salmoniformes,74.5,210.01,43.5,18.7,26.8,27.8,11.4,18,16
307923,Salvethymus_svetovidovi,Salmonidae,Salmoniformes,116.7,199.51,49.23,21.89,21.33,25.33,13.9,17.8,15.2
437731,Samariscus_xenicus,Samaridae,Pleuronectiformes,15.7,116.68,41.4,6.12,24.03,10.85,1.37,15.87,1.51
437729,Samariscus_xenicus,Samaridae,Pleuronectiformes,17.1,113.32,45.57,5.81,25.53,12.27,2.15,15.69,1.5
437733,Samariscus_xenicus,Samaridae,Pleuronectiformes,24.1,125.87,50.44,7.71,25.13,13.2,2.41,15.51,1.38
363315,Sandelia_capensis,Anabantidae,Perciformes,5.71,61.2,19.23,11.97,12.26,8.83,7.39,9.5,1.77
363315,Sandelia_capensis,Anabantidae,Perciformes,6.33,61.86,19.26,12.63,14.4,9.38,6.96,8.21,1.56
35793,Sandelia_capensis,Anabantidae,Perciformes,12.9,77.41,28.33,14.31,15.9,12.62,6.07,11.43,2.55
366262,Sander_canadensis,Percidae,Perciformes,91.3,184.16,30.72,24.63,17.7,26.34,20.83,14.99,9.67
173127,Sander_canadensis,Percidae,Perciformes,102.5,194.74,34.01,34.72,24.12,28.65,33.75,15.47,10.95
125065,Sander_canadensis,Percidae,Perciformes,105.7,201.77,35.21,27.98,19.82,27.54,22.61,15.9,7.8
266311,Sander_lucioperca,Percidae,Perciformes,278.6,259.84,57.83,36.36,26.15,39.51,20.71,24.41,5.97
179869,Sander_lucioperca,Percidae,Perciformes,334.3,288.19,65.14,38.66,29.83,42.13,23.49,27.44,6.57
231058,Sander_vitreus,Percidae,Perciformes,85.7,195.1,33.2,23.6,21.2,29.5,17.6,14.3,5.2
268367,Sander_vitreus,Percidae,Perciformes,174.2,245.8,47.5,28.7,24.5,35.7,13.9,19.3,6
268367,Sander_vitreus,Percidae,Perciformes,184.7,246.4,49.4,28.9,24.8,35.1,13.4,18.6,6.5
10184,Sander_volgensis,Percidae,Perciformes,82,192.86,47.57,23.56,21.27,27.47,17.87,19.39,5.39
37256,Sander_volgensis,Percidae,Perciformes,182.7,246.37,56.98,33.06,26.23,33.65,22.91,24.09,6.41
207040,Sander_volgensis,Percidae,Perciformes,241.9,236.75,62.58,36.29,27.34,38.3,24.55,24.29,8.3
208252,Sarcocheilichthys_nigripinnis_nigripinnis,Cyprinidae,Cypriniformes,4.5,61.31,16.32,9.14,8.96,5.49,2.81,7.97,1.84
208251,Sarcocheilichthys_nigripinnis_nigripinnis,Cyprinidae,Cypriniformes,9.1,74.95,23.7,13.25,10.57,7.48,3.1,9.15,1.53
130337,Sarcocheilichthys_nigripinnis_nigripinnis,Cyprinidae,Cypriniformes,13.9,97.3,24.96,13.2,13.38,7.56,3.46,11.98,2.02
130495,Sarcocheilichthys_sinensis_sinensis,Cyprinidae,Cypriniformes,41.1,134.1,35.3,18,18.3,9.3,5.4,16.7,3.4
90328,Sarcocheilichthys_sinensis_sinensis,Cyprinidae,Cypriniformes,44.1,119.7,36.7,21.1,15.9,8.2,5,17.2,3.8
87001,Sarcocheilichthys_sinensis_sinensis,Cyprinidae,Cypriniformes,36.1,112.3,36.9,18.5,16.4,7.2,4.1,16.2,3.1
151778,Sarcocheilichthys_variegatus_microoculus,Cyprinidae,Cypriniformes,9.7,82.99,19.22,11.42,11.9,5.35,3.12,8.31,1.33
151718,Sarcocheilichthys_variegatus_microoculus,Cyprinidae,Cypriniformes,11.8,94.15,21.24,13.39,11.92,5.58,2.9,9.18,1.52
50800,Sarcocheilichthys_variegatus_microoculus,Cyprinidae,Cypriniformes,19.5,107.48,24.74,14.23,14.79,7.68,4.62,12.25,1.72
50800,Sarcocheilichthys_variegatus_microoculus,Cyprinidae,Cypriniformes,14.5,102.68,25.74,12.22,13.89,8.31,5.57,11.9,1.52
151718,Sarcocheilichthys_variegatus_microoculus,Cyprinidae,Cypriniformes,27.7,119.29,27.21,17.75,15.98,9.03,6.33,12.99,3.2
212045,Sarda_chiliensis_chiliensis,Scombridae,Perciformes,1520,514,115,61.8,55.2,75.2,28.9,10.9,12.8
202752,Sarda_chiliensis_chiliensis,Scombridae,Perciformes,1765,492,118,84.9,62.94,77.96,33,12.05,NA
202752,Sarda_chiliensis_chiliensis,Scombridae,Perciformes,1983,533,120.8,81.5,67.1,77.4,34.3,8.8,15.4
212046,Sarda_chiliensis_chiliensis,Scombridae,Perciformes,1793,528.5,128,66.7,61.44,76.94,29.68,14.8,15.62
202752,Sarda_chiliensis_chiliensis,Scombridae,Perciformes,2291,529,134.8,88.6,61.2,77.3,31.4,8,14.2
128645,Sarda_orientalis,Scombridae,Perciformes,1632,494,106.1,82.2,70.57,91.79,33.74,14.79,21.73
128644,Sarda_orientalis,Scombridae,Perciformes,1467,476,110.8,68.2,68,84.7,36.4,11.5,13.9
215028,Sarda_sarda,Scombridae,Perciformes,920,392.7,78,64.7,53.97,62.26,33.92,12.72,10.82
266925,Sarda_sarda,Scombridae,Perciformes,NA,273,NA,NA,46.04,59.86,21.18,8.8,12.2
266925,Sarda_sarda,Scombridae,Perciformes,NA,382,NA,NA,48.1,60.6,22.9,7.9,10.5
MO-MMSC317329,Sardina_pilchardus,Clupeidae,Clupeiformes,17.9,127.17,24.52,13.14,18.29,16.32,2.41,8.71,2.06
TN-MMSC 317329,Sardina_pilchardus,Clupeidae,Clupeiformes,39.16,134.9,32.94,18.38,19.51,16.43,3.41,10.01,3.03
188396,Sardina_pilchardus,Clupeidae,Clupeiformes,56,163.86,33.05,20.24,20.4,19.2,3.84,11.34,4.57
283213,Sardinella_albella,Clupeidae,Clupeiformes,31.9,114.55,41.71,14.69,20.21,12.37,2.7,12.13,3.21
307964,Sardinella_albella,Clupeidae,Clupeiformes,40.2,137.39,43.39,15.41,22.28,14.58,2.97,13.31,2.71
307965,Sardinella_albella,Clupeidae,Clupeiformes,59,143.72,52.49,19.42,28.78,26.96,4.23,14.11,3.3
217827,Sardinella_aurita,Clupeidae,Clupeiformes,51.5,159.4,33.1,17.5,19.5,16,3,11.4,3.6
272618,Sardinella_aurita,Clupeidae,Clupeiformes,35,139.1,34.7,16,19.5,18.4,2.5,8.8,2.9
193833,Sardinella_aurita,Clupeidae,Clupeiformes,95.6,181.3,48.9,23.5,25.9,21.5,3.5,14.5,3.4
100841,Sardinella_brasiliensis,Clupeidae,Clupeiformes,13,102.1,24.2,10,14.6,11.6,1.8,8.3,2.2
164726,Sardinella_brasiliensis,Clupeidae,Clupeiformes,26.9,117.3,30.8,13.8,17.2,12.6,3,9.5,2.5
100839,Sardinella_brasiliensis,Clupeidae,Clupeiformes,45.9,155.7,37.5,16.6,21.4,17.7,2.9,12,3.5
192903,Sardinella_fimbriata,Clupeidae,Clupeiformes,17.4,105.3,31.3,11.4,17.1,11.5,2,10.3,2.2
431573,Sardinella_fimbriata,Clupeidae,Clupeiformes,23.4,114.1,32.6,12.5,17.6,12.3,2.2,10.4,2.3
276451,Sardinella_fimbriata,Clupeidae,Clupeiformes,27,113.3,36.4,13.2,18.1,12.7,1.8,10.3,2.8
283209,Sardinella_gibbosa,Clupeidae,Clupeiformes,20.8,111.47,29.06,12.93,16.28,12.23,2.12,9.12,1.86
276459,Sardinella_gibbosa,Clupeidae,Clupeiformes,33.2,125.97,31.89,15.95,19.35,14.14,2.77,9.55,2.31
133204,Sardinella_gibbosa,Clupeidae,Clupeiformes,16.4,105.42,34.7,11.05,17.37,11.72,1.99,10.03,1.83
58045,Sardinella_hualiensis,Clupeidae,Clupeiformes,16.1,95.2,31.2,11.5,18.4,13.3,2.7,9.7,2.3
403455,Sardinella_hualiensis,Clupeidae,Clupeiformes,25.3,111.6,35.1,12.9,20.7,13.3,2.7,10.7,2.4
403456,Sardinella_hualiensis,Clupeidae,Clupeiformes,109.1,173.6,59,23.2,28,17.8,4,15.5,5.5
Acc. 250258-F2,Sardinella_jussieu,Clupeidae,Clupeiformes,29.53,133.48,32.02,13.39,20.09,13.72,2.26,9.94,1.92
19954,Sardinella_jussieu,Clupeidae,Clupeiformes,21.5,113.02,36.21,10.78,17.58,12.4,2.22,10.54,2.02
19954,Sardinella_jussieu,Clupeidae,Clupeiformes,26.3,118.34,39.79,12.3,19.99,12.64,2.7,10.93,2.07
56066,Sardinella_lemuru,Clupeidae,Clupeiformes,24.7,125,28.6,15.3,18.7,NA,NA,10.4,2.4
148386,Sardinella_lemuru,Clupeidae,Clupeiformes,25.5,124.3,29.1,14.5,17.8,16.2,3.1,9.9,1.8
427791,Sardinella_lemuru,Clupeidae,Clupeiformes,28.9,123,31,14.9,18.1,16.6,3.1,9.9,2.6
122275,Sardinella_longiceps,Clupeidae,Clupeiformes,23.2,123.8,28.2,13.2,16.5,14.8,2.3,9.3,2.7
276464,Sardinella_longiceps,Clupeidae,Clupeiformes,36.2,141.4,30.1,17.8,21.4,21.8,3.7,8.6,2.6
177668,Sardinella_longiceps,Clupeidae,Clupeiformes,44.3,149.2,32.3,18.3,20.8,18.9,4,9.2,3.5
42257,Sardinella_maderensis,Clupeidae,Clupeiformes,72.9,159.03,50.58,21.01,25.75,20.65,9.35,15.36,3.07
42259,Sardinella_maderensis,Clupeidae,Clupeiformes,108.7,179.7,57.87,25.47,29.36,22.96,9.66,16.99,4.37
23334,Sardinella_maderensis,Clupeidae,Clupeiformes,244.8,245.09,72.35,31.58,34.44,27.47,8.01,20.66,5.32
138442,Sardinella_melanura,Clupeidae,Clupeiformes,14.3,102.69,28.78,11.81,14.88,11.52,2.37,10.9,2.21
138448,Sardinella_melanura,Clupeidae,Clupeiformes,18.5,109.64,30.61,12.26,18.18,12.84,4.07,11,2.1
138440,Sardinella_melanura,Clupeidae,Clupeiformes,21.5,112.54,32.7,12.83,17.02,12.68,3.35,12.1,2.61
151737,Sardinella_zunasi,Clupeidae,Clupeiformes,16.8,113.5,27.4,10.8,20,11.4,2.6,9,2.3
288883,Sardinella_zunasi,Clupeidae,Clupeiformes,12.5,94.1,27.5,9.5,17.9,10.2,1.6,9.2,2.9
288883,Sardinella_zunasi,Clupeidae,Clupeiformes,14.2,99.8,28.4,9.9,17.7,11.4,1.4,9.1,1.9
89847,Sardinops_sagax,Clupeidae,Clupeiformes,68.1,177.43,34.5,20.62,23.91,24.99,3.97,11.29,3.57
89847,Sardinops_sagax,Clupeidae,Clupeiformes,80.4,181.54,37.31,23.88,23.52,26.49,3.85,12.74,3.89
1278X,Sardinops_sagax,Clupeidae,Clupeiformes,294.8,260.77,63.24,38.95,38.39,38.13,12.98,17.48,6.95
384435,Sargocentron_caudimaculatum,Holocentridae,Beryciformes,61.95,126.05,51.6,28.53,29.04,23.58,11.47,11.76,4.02
324243,Sargocentron_caudimaculatum,Holocentridae,Beryciformes,74.35,128.99,53.57,25.45,31.05,22.33,7.85,12.72,4.04
350477,Sargocentron_caudimaculatum,Holocentridae,Beryciformes,104.18,154.08,59.73,28.34,34.31,26.64,15.16,14.07,4.68
412548,Sargocentron_cornutum,Holocentridae,Beryciformes,38.2,110.6,38.9,20.1,21.8,16.5,8.2,7.5,1.4
145998,Sargocentron_cornutum,Holocentridae,Beryciformes,47.08,112.2,41.3,20.6,23,17.9,7.7,9.1,1.6
146001,Sargocentron_cornutum,Holocentridae,Beryciformes,49.6,118.7,43.1,19.8,24.8,16.3,8,9.2,1.7
360637,Sargocentron_coruscum,Holocentridae,Beryciformes,14.12,84.08,24.45,16.55,17.94,15.5,NA,6.3,2.81
178717,Sargocentron_coruscum,Holocentridae,Beryciformes,12.76,88.58,24.6,15.67,18.11,18.07,7.36,6.54,2.17
387743,Sargocentron_coruscum,Holocentridae,Beryciformes,13.18,77.9,24.72,14.82,15.84,13.84,5.58,6.16,2.68
145885,Sargocentron_diadema,Holocentridae,Beryciformes,15.7,85.6,30,14.1,17.9,13.2,5.2,5.5,0.9
381605,Sargocentron_diadema,Holocentridae,Beryciformes,24.45,98,32.9,16.6,18.4,14.5,6.8,7.1,1.2
109376,Sargocentron_diadema,Holocentridae,Beryciformes,48.88,130.6,42.1,19.4,25.5,16.8,8.9,9.4,1.7
384613,Sargocentron_inaequalis,Holocentridae,Beryciformes,28.71,102.12,33.62,18.4,20.83,15.99,5.86,8.1,3.11
384613,Sargocentron_inaequalis,Holocentridae,Beryciformes,20.69,86.36,34.45,16.72,18.89,13.77,5.93,7.87,NA
352692,Sargocentron_ittodai,Holocentridae,Beryciformes,36.8,109.31,37.83,19.31,22.83,17.7,6.37,9,3.85
293871,Sargocentron_ittodai,Holocentridae,Beryciformes,58.08,120.63,41.89,24.77,23.28,19.33,6.63,10.46,3.78
402416,Sargocentron_ittodai,Holocentridae,Beryciformes,62.41,130.18,43.64,21.63,25.83,21.4,8.33,11.71,3.53
362745,Sargocentron_melanospilos,Holocentridae,Beryciformes,35.4,105.5,38.8,19.6,23.7,20.1,12.7,9.8,1.9
336981,Sargocentron_melanospilos,Holocentridae,Beryciformes,61.8,128.7,45.9,22.9,27.2,22.8,10.3,11.8,3
375653,Sargocentron_melanospilos,Holocentridae,Beryciformes,66.6,129,46.8,22.3,26.6,23.5,10.4,12,3.2
426034,Sargocentron_microstoma,Holocentridae,Beryciformes,35.22,115.03,36.13,19.31,25.33,18.35,8.32,9.11,3.21
379808,Sargocentron_microstoma,Holocentridae,Beryciformes,38.31,111.65,40.35,19.27,22.85,18.73,8.54,9.48,3.74
380909,Sargocentron_microstoma,Holocentridae,Beryciformes,46.13,120.05,40.37,20.61,22.85,18.17,7.18,10.23,3.6
384268,Sargocentron_praslin,Holocentridae,Beryciformes,36.5,93.13,35.68,21.58,22.12,17.41,6.07,8.94,2.29
384259,Sargocentron_praslin,Holocentridae,Beryciformes,65,125.75,42.92,22.65,26.18,20.86,4.69,11.32,4.22
400286,Sargocentron_praslin,Holocentridae,Beryciformes,64.1,124.51,45.08,23.71,28.14,22.1,7.54,12.25,2.49
380788,Sargocentron_punctatissimum,Holocentridae,Beryciformes,25.8,94.5,33.3,17.3,18,14.3,8,8.3,2.5
88155,Sargocentron_punctatissimum,Holocentridae,Beryciformes,28.4,97.8,34.7,17.4,20.8,16,9.7,8.3,2.7
162689,Sargocentron_punctatissimum,Holocentridae,Beryciformes,30.2,100.8,35.6,19,20.7,15.8,9.6,8,1.9
324273,Sargocentron_rubrum,Holocentridae,Beryciformes,65.79,126.5,46.6,28.2,27.5,19.9,12,10.6,1.8
259101,Sargocentron_rubrum,Holocentridae,Beryciformes,63.88,117.9,46.7,25.3,27.5,21.2,11.4,10.4,1.6
411545,Sargocentron_rubrum,Holocentridae,Beryciformes,90.27,132.7,47.6,31.6,29.5,21.8,13.1,11.4,2.2
259031,Sargocentron_seychellense,Holocentridae,Beryciformes,38.56,99.79,38.98,22.77,22.54,19.93,7.93,9.15,3.79
259070,Sargocentron_seychellense,Holocentridae,Beryciformes,62.29,118.67,47.88,27.77,25.38,25.67,9.68,11,3.7
259039,Sargocentron_seychellense,Holocentridae,Beryciformes,126.8,154.3,57.12,31.91,37.12,27.71,15.77,13.76,5.38
392419,Sargocentron_spiniferum,Holocentridae,Beryciformes,171.6,179.93,67.4,34.7,42.9,31,14,14.7,2.4
269098,Sargocentron_spiniferum,Holocentridae,Beryciformes,209.6,206.4,79.5,35.5,47.2,36.6,15.9,16.6,2.7
339281,Sargocentron_spiniferum,Holocentridae,Beryciformes,262.3,211.62,87.9,37,49,37.8,17.3,18.6,3.1
65542,Sargocentron_suborbitale,Holocentridae,Beryciformes,38.79,108.9,40.3,20.8,23.2,16.3,7.3,10,1.5
50032,Sargocentron_suborbitale,Holocentridae,Beryciformes,119.77,138.2,48.9,28.2,29.5,22.2,11.6,15.8,2.2
65543,Sargocentron_suborbitale,Holocentridae,Beryciformes,88.5,134.8,53.3,28.7,28.1,20.8,9.8,13.7,1.6
404712,Sargocentron_tiere,Holocentridae,Beryciformes,72.7,144.58,49.83,24.03,31.62,27.9,11.44,12.43,3.39
364731,Sargocentron_tiere,Holocentridae,Beryciformes,86.1,142.19,50.73,26.69,33.98,31.63,7.76,14.03,3.68
422804,Sargocentron_tiere,Holocentridae,Beryciformes,116.7,168.43,59.66,30.48,38.52,31.73,16.6,14.93,3.37
259122,Sargocentron_tiereoides,Holocentridae,Beryciformes,41.3,110.55,39.68,23.22,24.23,20.39,8.88,9.45,2.49
293804,Sargocentron_tiereoides,Holocentridae,Beryciformes,43.3,108.77,40.69,22.91,25.73,23.54,7.77,9,2.33
285586,Sargocentron_tiereoides,Holocentridae,Beryciformes,61,124.05,46,24.25,28.53,24.09,7.54,10.68,3.33
382021,Sargocentron_vexillarium,Holocentridae,Beryciformes,18.8,83.39,29.21,15.53,18.68,12.78,5.16,8.32,2.21
385008,Sargocentron_vexillarium,Holocentridae,Beryciformes,20.6,86.77,30.07,15.63,20.58,12.02,7.93,7.94,3.1
116943,Sargocentron_vexillarium,Holocentridae,Beryciformes,50.2,117.08,37.97,21.15,25.69,16.47,7.3,10.88,3.32
288232,Sargocentron_violaceum,Holocentridae,Beryciformes,72,124,52.6,25.2,25.9,20.9,11.7,10.9,2.3
397874,Sargocentron_violaceum,Holocentridae,Beryciformes,61.7,122.5,53.3,21.9,27.9,18.7,10.5,11.7,2.9
424719,Sargocentron_violaceum,Holocentridae,Beryciformes,148.2,162,63.3,29.2,34.6,24.3,16.1,15.3,4.9
381891,Sargocentron_xantherythrum,Holocentridae,Beryciformes,49.4,117.46,37.36,21.55,24.93,20.45,5.86,9.96,3.49
381896,Sargocentron_xantherythrum,Holocentridae,Beryciformes,52.3,122.69,38.46,20.42,25.05,21.2,3.85,10.11,3.26
51065,Sargocentron_xantherythrum,Holocentridae,Beryciformes,49.6,117.2,40.13,20.69,24.38,17.08,5.33,9.97,3.06
309545,Sargochromis_giardi,Cichlidae,Perciformes,15.4,77.33,32.22,14.2,18.63,10.49,7.22,11.73,2.2
309545,Sargochromis_giardi,Cichlidae,Perciformes,26,91.05,37.76,16.51,21.97,12.86,7.27,13.6,2.41
309545,Sargochromis_giardi,Cichlidae,Perciformes,25.9,87.7,39.89,17.62,20.87,10.64,8.43,13.04,2.68
301390,Sarotherodon_caroli,Cichlidae,Perciformes,65.3,112.97,49.92,25.91,37.22,17.9,13.89,15.72,3.58
301390,Sarotherodon_caroli,Cichlidae,Perciformes,70.4,132.07,51.81,25.92,39.59,21.41,16.28,16.04,3.89
301390,Sarotherodon_caroli,Cichlidae,Perciformes,69.7,129.04,54.34,29.63,41.5,21.44,17.51,15.4,3.96
331575,Sarotherodon_caudomarginatus,Cichlidae,Perciformes,3.2,46.02,18.34,7.67,11.66,5.44,3.15,8.03,1.74
331575,Sarotherodon_caudomarginatus,Cichlidae,Perciformes,3.4,46.77,20.21,8.02,12.07,5.33,3.52,8.11,2.58
331575,Sarotherodon_caudomarginatus,Cichlidae,Perciformes,3,45.07,NA,7.59,12.2,5.43,2.83,7.6,2.13
331583,Sarotherodon_galilaeus,Cichlidae,Perciformes,30.8,92.39,45.03,17.49,25.44,8.74,6.09,16.17,3.07
61356,Sarotherodon_galilaeus,Cichlidae,Perciformes,49.9,109.18,52.6,19.26,31.78,10.27,9.29,19.19,3.65
118818,Sarotherodon_galilaeus,Cichlidae,Perciformes,91.42,129,61.75,23.6,40,11.6,10.85,22.4,5.4
357048,Sarotherodon_galilaeus,Cichlidae,Perciformes,127.3,140.8,65.6,28.5,39.2,13.8,16,25.3,4.4
118818,Sarotherodon_galilaeus,Cichlidae,Perciformes,116.34,143.85,66.7,28.9,42.2,13.6,13.4,25.6,5.6
119209,Sarotherodon_galilaeus,Cichlidae,Perciformes,197.4,170.64,74.27,32.76,50.96,16.53,12.31,26.78,7.54
